name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2024-09-29,64.4,53.4,59.3,64.4,53.4,59.3,49.4,71.1,0.002,100,4.17,rain,0,0,37.8,27.9,357.9,1017.3,77.1,10.3,43.7,3.8,3,10,2024-09-29T05:58:38,2024-09-29T18:22:58,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YMAV,94860099999,95874099999,94866099999,95936099999,95866099999,94872099999,C7520,94865099999,YMML,94864099999,94854099999,94870099999"
melbourne,2024-09-30,64.8,46,55.5,64.8,42.6,55.3,46.5,73.3,0.194,100,4.17,rain,0,0,12.5,7.4,214.1,1022,12.7,10.1,176.3,15.2,6,10,2024-09-30T05:57:05,2024-09-30T18:23:51,0.91,Rain,Clear conditions throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-01,62.3,45.8,55.4,62.3,45.8,55.4,48.1,77.5,0,0,0,rain,0,0,15.2,10.5,197.9,1025.2,53.6,10.2,159.8,13.8,8,10,2024-10-01T05:55:33,2024-10-01T18:24:44,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-02,60.5,45.3,54,60.5,45.3,54,46.5,77.6,0,0,0,,0,0,11.4,10.1,191.9,1028.9,14.9,9,245.6,21,8,10,2024-10-02T05:54:01,2024-10-02T18:25:37,0.98,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-03,78,46.3,63.4,78,44.8,63.1,48,62.6,0,0,0,,0,0,30,13.7,17.2,1023.4,21,9.3,239.8,20.7,8,10,2024-10-03T05:52:30,2024-10-03T18:26:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-04,73.2,59.7,67.5,73.2,59.7,67.5,49.7,54,0.003,100,4.17,rain,0,0,42.1,22.8,3.4,1009.9,76.2,10.7,174.3,15.1,8,10,2024-10-04T05:50:59,2024-10-04T18:27:25,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-05,66.2,54.1,58.9,66.2,54.1,58.9,49.9,73.3,0.022,100,12.5,rain,0,0,24.2,15.2,324.2,1005.9,75.6,9.9,131,11.4,8,10,2024-10-05T05:49:28,2024-10-05T18:28:19,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-06,68,55.3,60.9,68,55.3,60.9,45.9,59.2,0,0,0,rain,0,0,40.7,11.5,325,1009.9,75.8,10.4,132.3,10.8,5,10,2024-10-06T06:47:57,2024-10-06T19:29:14,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-07,63.3,52,58.8,63.3,52,58.8,45.9,62.6,0.011,100,12.5,rain,0,0,25.5,11.1,288.3,1016.5,82.3,10.1,48.7,4.3,2,10,2024-10-07T06:46:27,2024-10-07T19:30:09,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-08,57.2,47.8,52,57.2,45.9,51.4,37.4,57.8,0.008,100,4.17,rain,0,0,16.8,12.7,173.2,1026.3,38.3,10.1,164.5,14.4,7,10,2024-10-08T06:44:58,2024-10-08T19:31:04,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-09,65.9,39.8,53.5,65.9,39.8,53.4,39.4,61.8,0,0,0,,0,0,15,7.7,282.4,1024.3,4.3,10.6,274.3,23.6,9,10,2024-10-09T06:43:29,2024-10-09T19:32:00,0.21,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-10,66.4,53.1,58.8,66.4,53.1,58.8,43.6,57.2,0,0,0,,0,0,40.3,17.2,0.3,1020.5,17.7,10.1,245.2,21.2,8,10,2024-10-10T06:42:01,2024-10-10T19:32:56,0.25,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-11,60.9,46.9,55,60.9,46.9,55,42.4,63.1,0,0,0,,0,0,19.5,9.4,196.1,1026.1,27,9.7,209.2,18.2,9,10,2024-10-11T06:40:33,2024-10-11T19:33:52,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-12,61.4,50.6,56.2,61.4,50.6,56.2,42.3,59.9,0,0,0,,0,0,17.2,11.4,191.3,1027.9,30.2,9.6,265.3,22.8,9,10,2024-10-12T06:39:06,2024-10-12T19:34:48,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-13,75.2,44.9,61.6,75.2,41.4,61.1,41.8,54.4,0,0,0,,0,0,34.2,17.4,359,1020.2,60.9,10.7,248.4,21.5,8,10,2024-10-13T06:37:40,2024-10-13T19:35:45,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-14,67,58.1,61.8,67,58.1,61.8,53.8,75.6,0.001,100,4.17,rain,0,0,19.2,11.4,185.8,1018.4,54.5,9.9,197.5,17.2,8,10,2024-10-14T06:36:14,2024-10-14T19:36:43,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-15,79.6,50.8,64.2,79.6,50.8,64.2,51.1,66,0,0,0,,0,0,12.5,8.2,78.1,1018.7,68,11,221.8,19.2,8,10,2024-10-15T06:34:49,2024-10-15T19:37:40,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2024-10-16,76.1,61,68.6,76.1,61,68.6,54.1,61.8,0.078,100,8.33,rain,0,0,25.9,12.7,1.3,1016.4,81.1,10.5,164.2,14.1,6,10,2024-10-16T06:33:24,2024-10-16T19:38:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-17,77.1,60.9,68.7,77.1,60.9,68.7,56.6,66.5,0.004,100,4.17,rain,0,0,33.1,15.9,12.1,1011.3,81.5,10.9,159.5,13.8,7,10,2024-10-17T06:32:01,2024-10-17T19:39:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-18,72.4,58.8,66.3,72.4,58.8,66.3,62.3,87.9,0.153,100,12.5,rain,0,0,34.7,14,338.5,1001.5,98.4,8.9,69.6,6,5,30,2024-10-18T06:30:38,2024-10-18T19:40:36,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-19,61.9,55.2,58.4,61.9,55.2,58.4,52.3,80.7,1.208,100,12.5,rain,0,0,25.1,11.7,197.5,1016.7,63.9,8.4,197.9,17.2,10,10,2024-10-19T06:29:16,2024-10-19T19:41:35,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-20,63.1,56.2,59.4,63.1,56.2,59.4,51.6,75.4,0,0,0,rain,0,0,17,9.5,183.4,1023.7,61.4,10.3,124.1,10.7,6,10,2024-10-20T06:27:55,2024-10-20T19:42:34,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-21,81.4,50,64.1,80.7,50,64.1,52.7,70.3,0,0,0,,0,0,16.3,7,69.1,1019.2,36,9.9,276.8,24,9,10,2024-10-21T06:26:35,2024-10-21T19:43:34,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-22,85.2,58,67.1,83.4,58,66.9,53.6,65.6,0,0,0,,0,0,30.2,15.8,349.5,1012.8,76.4,9.6,225.6,19.6,9,10,2024-10-22T06:25:16,2024-10-22T19:44:35,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-23,66.7,54.5,59.2,66.7,54.5,59.2,47,65.2,0,0,0,,0,0,22.8,11,214.5,1011.6,63,9.3,210.9,18.4,9,10,2024-10-23T06:23:58,2024-10-23T19:45:35,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-24,61.1,50.5,55.9,61.1,50.5,55.9,41.4,59.2,0,0,0,rain,0,0,23.9,10.7,237.9,1015.2,26.7,10.5,203.4,17.6,7,10,2024-10-24T06:22:41,2024-10-24T19:46:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-25,59.3,49,54,59.3,47.1,53.8,39.7,59.8,0.013,100,8.33,rain,0,0,22.8,9.6,217.7,1020.6,35,10.2,250,21.7,10,10,2024-10-25T06:21:25,2024-10-25T19:47:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-10-26,72.5,42.5,57.7,72.5,39.7,57.4,37.2,51.4,0.007,100,4.17,rain,0,0,17.2,9.1,7.4,1019.3,32.9,9.3,298.8,25.7,10,10,2024-10-26T06:20:10,2024-10-26T19:48:39,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-10-27,80.3,57.1,65.3,79.2,57.1,65.3,41.9,45.1,0,0,0,,0,0,29.1,19.4,307.3,1015.5,87.9,6.8,121.4,10.5,4,10,2024-10-27T06:18:57,2024-10-27T19:49:42,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-10-28,62.5,49.9,56,62.5,46.6,55.8,44.9,67.3,0.008,100,8.33,rain,0,0,15.9,19.3,195.7,1022.5,61.2,6.2,235.3,20.3,10,10,2024-10-28T06:17:44,2024-10-28T19:50:44,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,C7520,YMML"
melbourne,2024-10-29,67.9,46.6,56.2,67.9,42.6,55.6,45.8,69.2,0,0,0,,0,0,14.1,16,218.2,1024.9,70.3,6.2,210.5,18.2,9,10,2024-10-29T06:16:33,2024-10-29T19:51:47,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,C7520,YMML"
melbourne,2024-10-30,70.5,51,58.3,70.5,51,58.3,47.5,69.1,0.004,100,4.17,rain,0,0,20.8,16.1,201.5,1017.9,62.9,6.2,275,23.7,10,10,2024-10-30T06:15:22,2024-10-30T19:52:50,0.92,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"YMAV,C7520,YMML"
melbourne,2024-10-31,65.9,52,57.2,65.9,52,57.2,46.9,69.3,0.004,100,4.17,rain,0,0,16.3,17.7,203.8,1014.2,83.4,7.3,211.9,18.3,9,10,2024-10-31T06:14:14,2024-10-31T19:53:53,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YMAV,C7520,YMML"
melbourne,2024-11-01,60.7,46.7,53.4,60.7,45,52.8,38.6,58.4,0.004,12.9,4.17,rain,0,0,15.9,11.6,188.5,1019.8,53,15,259.5,22.5,10,10,2024-11-01T06:13:06,2024-11-01T19:54:57,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
melbourne,2024-11-02,80.3,42.3,61.3,79.4,40.9,60.9,36,46.3,0,0,0,,0,0,32.7,11.4,4.5,1016.5,77.8,15,306.7,26.4,9,10,2024-11-02T06:12:00,2024-11-02T19:56:01,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-03,71.9,54.1,66.3,71.9,54.1,66.3,38,39.8,0,35.5,0,,0,0,47,20.4,343.3,1008,72.8,15,260.2,22.5,9,10,2024-11-03T06:10:55,2024-11-03T19:57:05,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-04,67.4,49.9,57.5,67.4,48.6,57.4,42.6,60.1,0,0,0,,0,0,14.8,10.7,198.8,1015.5,47.7,15,330.8,28.7,10,10,2024-11-04T06:09:51,2024-11-04T19:58:10,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-05,69,47,58.2,69,47,58.2,44.5,63.4,0,0,0,,0,0,13.9,8.9,185.5,1018.2,2.8,15,382.3,33.1,10,10,2024-11-05T06:08:49,2024-11-05T19:59:14,0.12,Clear,Clear conditions throughout the day.,clear-day,
melbourne,2024-11-06,82.5,49.4,66.2,80.2,49.4,65.8,44,51.4,0,6.5,0,,0,0,8.3,8.1,174.4,1016.2,0.6,15,352.5,30.5,10,10,2024-11-06T06:07:49,2024-11-06T20:00:19,0.16,Clear,Clear conditions throughout the day.,clear-day,
melbourne,2024-11-07,100.7,63.8,82.6,95.5,63.8,80,37.1,22.6,0,25.8,0,,0,0,33.6,15.2,6.3,1008.8,23.1,15,346,29.9,10,10,2024-11-07T06:06:50,2024-11-07T20:01:24,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-08,83.3,54.9,66.5,80.9,54.9,66.4,48.1,53.4,0,22.6,0,,0,0,26.6,12.8,200.5,1011.1,27.3,15,314.8,27,10,10,2024-11-08T06:05:52,2024-11-08T20:02:29,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-09,72.8,49.4,60.7,72.8,49.4,60.7,40.4,51.2,0,9.7,0,,0,0,12.3,9.6,186.2,1013.5,34.6,15,343.9,29.6,10,10,2024-11-09T06:04:56,2024-11-09T20:03:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-10,63.6,51,57.2,63.6,51,57.2,41,56.5,0.024,16.1,12.5,rain,0,0,19.2,11.9,205.5,1020.8,26,15,357.6,31.1,10,10,2024-11-10T06:04:02,2024-11-10T20:04:40,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-11,86.4,44.9,64.7,83,44.9,64,35.8,41.7,0,3.2,0,,0,0,10.7,5.4,313.9,1021.9,0,15,364.3,31.7,10,10,2024-11-11T06:03:09,2024-11-11T20:05:45,0.33,Clear,Clear conditions throughout the day.,clear-day,
melbourne,2024-11-12,88.8,56.7,70.2,84.9,56.7,69.3,36.7,35.6,0.004,12.9,4.17,rain,0,0,32.7,20.1,279.9,1015.6,83.5,15,200,17.3,7,10,2024-11-12T06:02:18,2024-11-12T20:06:51,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-13,66.1,51,57.4,66.1,51,57.4,39,51.7,0,16.1,0,,0,0,16.3,13.2,182.1,1022.5,47.6,15,369.1,31.7,10,10,2024-11-13T06:01:29,2024-11-13T20:07:56,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-14,65.7,45.2,55.1,65.7,45.2,55.1,41.1,60.8,0,25.8,0,,0,0,14.1,11.4,188.2,1021.2,23.9,15,366.1,31.7,10,10,2024-11-14T06:00:41,2024-11-14T20:09:02,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
melbourne,2024-11-15,69.5,52.4,60.5,0,0,84.6,46.7,63.6,0.083,0,0,,,,34.4,16.8,210.2,1016,35,9.4,,,,,2024-11-15T05:59:56,2024-11-15T20:10:07,0.47,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-16,68.6,50.4,59.6,0,0,84.6,47.4,66.7,0.114,0,0,,,,19.7,14.5,202.7,1017.6,31.5,8.7,,,,,2024-11-16T05:59:12,2024-11-16T20:11:12,0.5,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-17,74.4,51.7,63.4,0,0,82.1,47.2,59.9,0.02,0,0,,,,35.8,16.3,198.2,1016.6,23,9.3,,,,,2024-11-17T05:58:30,2024-11-17T20:12:17,0.54,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-18,76.9,53.9,64.8,0,0,82.7,49.2,61.4,0.098,0,0,,,,34,17.9,200.4,1014.1,28.5,9.3,,,,,2024-11-18T05:57:49,2024-11-18T20:13:22,0.57,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-19,77.1,55.5,66.1,0,0,84.5,49.7,61.1,0.075,0,0,,,,24.2,17.9,198.7,1015.1,27.2,9.2,,,,,2024-11-19T05:57:11,2024-11-19T20:14:27,0.6,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-20,78.5,55.3,66.5,0,0,86.4,49.7,60.9,0.067,0,0,,,,31.5,19.7,203.1,1014.6,34,9.3,,,,,2024-11-20T05:56:34,2024-11-20T20:15:31,0.63,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-21,74.4,54.2,64.1,0,0,92.6,48.6,62.5,0.098,0,0,,,,39.8,18.3,213,1013.6,37,9.1,,,,,2024-11-21T05:56:00,2024-11-21T20:16:35,0.67,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-22,70.1,52.4,60.9,0,0,83.9,48.6,67.2,0.217,0,0,,,,,18.1,203.7,1014.2,38.2,8.8,,,,,2024-11-22T05:55:27,2024-11-22T20:17:39,0.7,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-23,71,53.5,61.8,0,0,85.9,48.6,65.6,0.114,0,0,,,,35.8,17.7,205.2,1015.4,33.2,9.3,,,,,2024-11-23T05:54:56,2024-11-23T20:18:42,0.75,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-24,73.7,54.1,63.6,0,0,83.7,49.4,64.1,0.075,0,0,,,,28.9,16.6,205.9,1015.6,26.6,9.2,,,,,2024-11-24T05:54:27,2024-11-24T20:19:45,0.77,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-25,75.1,54.4,64.7,0,0,85.7,51.2,65.7,0.098,0,0,,,,51.9,16.3,194.2,1014.2,29.3,8.8,,,,,2024-11-25T05:54:01,2024-11-25T20:20:47,0.8,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-26,73.5,53.7,62.9,0,0,83.7,50.8,68,0.173,0,0,,,,41.4,16.8,206.2,1014.1,29.5,8.9,,,,,2024-11-26T05:53:36,2024-11-26T20:21:49,0.83,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-27,74.6,54.2,64.3,0,0,84.3,50.6,64.6,0.154,0,0,,,,,16.8,208.2,1015,26.4,9.4,,,,,2024-11-27T05:53:14,2024-11-27T20:22:50,0.86,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-28,74.9,55.1,64.5,0,0,85.4,51.7,66.5,0.087,0,0,,,,33.3,16.3,199,1014.1,28.3,9.1,,,,,2024-11-28T05:52:53,2024-11-28T20:23:50,0.9,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-29,76.2,55.7,65.7,0,0,89.3,51.5,64.7,0.059,0,0,,,,,17.9,192.5,1012.6,31.6,8.9,,,,,2024-11-29T05:52:35,2024-11-29T20:24:50,0.93,Partially cloudy,,partly-cloudy-day,
melbourne,2024-11-30,76.9,55.3,66.5,0,0,86.1,50.3,60.5,0.079,0,0,,,,37.6,18.6,202.3,1011,27.5,9.8,,,,,2024-11-30T05:52:18,2024-11-30T20:25:49,0.96,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-01,75.8,55.1,65.6,0,0,84.5,49.4,60.7,0.106,0,0,,,,34,17.7,206,1011.4,24.7,9.9,,,,,2024-12-01T05:52:04,2024-12-01T20:26:47,0,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-02,74.6,54.4,64.7,0,0,87.2,48.1,60.4,0.161,0,0,,,,34,16.6,212.7,1012.1,24.2,9.6,,,,,2024-12-02T05:51:52,2024-12-02T20:27:44,0.03,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-03,73.1,54.9,63.4,0,0,82.5,50.3,64.8,0.236,0,0,,,,35.1,17.7,221.3,1012.6,36.6,9.3,,,,,2024-12-03T05:51:42,2024-12-03T20:28:40,0.06,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-04,74.9,53.9,63.8,0,0,84.1,49.2,62.8,0.13,0,0,,,,31.1,18.1,203.8,1013.1,29.3,9.5,,,,,2024-12-04T05:51:34,2024-12-04T20:29:35,0.1,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-05,74,54.1,63.8,0,0,83,48.8,62.2,0.043,0,0,,,,26.4,18.8,211.8,1012.7,28.5,9.2,,,,,2024-12-05T05:51:28,2024-12-05T20:30:29,0.13,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-06,74.6,53.5,64.1,0,0,87.3,49.7,63,0.118,0,0,,,,,17,197.4,1012.8,30,9.3,,,,,2024-12-06T05:51:25,2024-12-06T20:31:22,0.17,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-07,76.6,55.3,65.7,0,0,84.1,50.6,62.6,0.173,0,0,,,,,16.8,196.3,1012.2,29.5,9.6,,,,,2024-12-07T05:51:23,2024-12-07T20:32:14,0.2,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-08,78,55.8,67,0,0,87.2,50.8,60.5,0.177,0,0,,,,36.9,18.6,204.4,1010.7,26.9,9.3,,,,,2024-12-08T05:51:24,2024-12-08T20:33:05,0.24,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-09,75.3,55.3,65.2,0,0,91.3,49.7,62.6,0.134,0,0,,,,,16.8,215.3,1012.5,29.5,9.1,,,,,2024-12-09T05:51:27,2024-12-09T20:33:54,0.25,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-10,73.1,54.6,63.8,0,0,85.9,47.7,60.1,0.075,0,0,,,,,18.1,214.9,1013.5,27.9,9.4,,,,,2024-12-10T05:51:32,2024-12-10T20:34:43,0.31,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-11,71.7,53.5,62.7,0,0,82.3,49.2,63.7,0.091,0,0,,,,,17.4,219.7,1014.2,29,9.6,,,,,2024-12-11T05:51:39,2024-12-11T20:35:29,0.35,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-12,74.4,53.9,64.1,0,0,86.4,49.4,62.4,0.075,0,0,,,,,17.9,210.8,1014.1,31.7,9.4,,,,,2024-12-12T05:51:49,2024-12-12T20:36:15,0.38,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-13,75.5,55.5,65.6,0,0,87.5,49.7,61.9,0.142,0,0,,,,33.3,17,204.9,1012.3,35.7,9.2,,,,,2024-12-13T05:52:00,2024-12-13T20:36:59,0.42,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-14,74.2,56,64.7,0,0,83.9,49.9,62.6,0.15,0,0,,,,,16.6,201.6,1013.4,28.4,9,,,,,2024-12-14T05:52:13,2024-12-14T20:37:41,0.45,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-15,76.4,55.1,65.4,0,0,87,50.1,61.9,0.059,0,0,,,,,17.4,192.3,1013.5,27.3,9.7,,,,,2024-12-15T05:52:29,2024-12-15T20:38:22,0.5,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-16,76.2,55.8,66.1,0,0,87.5,50.6,62,0.039,0,0,,,,,17.9,209.4,1012.8,27.8,9.6,,,,,2024-12-16T05:52:47,2024-12-16T20:39:01,0.52,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-17,77.4,54.9,66.1,0,0,91.1,50.4,61.5,0.035,0,0,,,,,17,210,1013.4,24.3,9.4,,,,,2024-12-17T05:53:06,2024-12-17T20:39:39,0.55,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-18,77.8,55.5,66.5,0,0,86.3,51.2,62.2,0.094,0,0,,,,27.7,16.6,207.4,1013,24.9,9.4,,,,,2024-12-18T05:53:28,2024-12-18T20:40:15,0.59,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-19,80,56.4,67.7,0,0,88.2,50.8,59.4,0.138,0,0,,,,41.6,17.9,212.7,1011.6,26.1,9.3,,,,,2024-12-19T05:53:52,2024-12-19T20:40:49,0.62,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-20,76.7,56.4,66.5,0,0,90.4,51.7,63.2,0.138,0,0,,,1.18,35.8,16.6,208.2,1013,28.8,8.6,,,,,2024-12-20T05:54:18,2024-12-20T20:41:21,0.65,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-21,78.5,55.3,66.5,0,0,87,51.5,63.1,0.094,0,0,,,,38,18.1,185.6,1013.6,30.4,9.1,,,,,2024-12-21T05:54:45,2024-12-21T20:41:52,0.68,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-22,75.8,56,65.9,0,0,83.2,52.6,64.5,0.169,0,0,,,,,17.9,207.9,1012.8,28.9,9.1,,,,,2024-12-22T05:55:15,2024-12-22T20:42:21,0.71,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-23,78.5,55.1,67,0,0,89,50.3,61.3,0.063,0,0,,,,,17.4,220.8,1013.1,29.7,9.5,,,,,2024-12-23T05:55:46,2024-12-23T20:42:48,0.75,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-24,78.3,55.7,66.8,0,0,85.9,49.7,58.3,0.047,0,0,,,,33.3,18.8,210.4,1012.9,29.2,9.7,,,,,2024-12-24T05:56:20,2024-12-24T20:43:13,0.78,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-25,75.8,55.5,65.6,0,0,86.3,49.7,60.4,0.157,0,0,,,,45,18.3,212.2,1013.3,28.3,9.8,,,,,2024-12-25T05:56:55,2024-12-25T20:43:36,0.81,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-26,73.7,54.8,63.6,0,0,81.4,50.3,64.3,0.161,0,0,,,,34.4,16.8,200.1,1013.5,29,9.2,,,,,2024-12-26T05:57:32,2024-12-26T20:43:57,0.84,Partially cloudy,,partly-cloudy-day,
melbourne,2024-12-27,74.9,54.8,64.8,0,0,88.2,51.2,64.8,0.118,0,0,,,,33.3,16.6,208.6,1013.8,33.5,9.4,,,,,2024-12-27T05:58:10,2024-12-27T20:44:16,0.87,Partially cloudy,,partly-cloudy-day,
